STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2012,,735525,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2013,,748381,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2014,,763923,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2015,,785325,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2016,,806950,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2017,,826792,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2018,,845379,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2019,,861838,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2020,,876261,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2021,,890200,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISR,Israel,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2022,,903600,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2010,,1265883,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2011,,1306510,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2012,,1343298,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2013,,1384768,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2014,,1412260,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2015,,1424528,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2016,,1438210,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2017,,1432812,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2018,,1388338,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2019,,1319982,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2020,,1291917,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2021,,1284865.144636,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2022,,1270369.496841,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2010,,2286060,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2011,,2352899,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2012,,2431791,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2013,,2508170,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2014,,2566359,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2015,,2614668,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2016,,2665850,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2017,,2696684,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2018,,2728010,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2019,,2751672,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2020,,2745122,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2021,,2698869,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y55T59,From 55 to 59 years,H,Historical,2022,,2635125,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2010,,62849330,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2011,,64583831,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2012,,66495584,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2013,,68634511,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2014,,71341899,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2015,,74613572,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2016,,78116346,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2017,,81804197,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2018,,85618418,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2019,,89515357,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2020,,93171418,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2021,,95749033,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2022,,97734540,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2010,,3936123,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2011,,4078111,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2012,,4247689,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2013,,4444767,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2014,,4648758,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2015,,4840688,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2016,,5043918,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2017,,5219563,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2018,,5377006,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2019,,5525628,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2020,,5629025,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2021,,5622777,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2022,,5595776,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2010,,6242948,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2011,,6411362,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2012,,6578463,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2013,,6747174,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2014,,6919620,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2015,,7092355,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2016,,7264889,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2017,,7433808,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2018,,7592336,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2019,,7734457,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2020,,7855703,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2021,,7951363,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2022,,8021724,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,3097282,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,3028115,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,2987773,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,2957689,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,2932367,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,2904910,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,2868231,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,2828403,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,2801543,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,2794137,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,2794885,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,2808380,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LTU,Lithuania,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,2833000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2010,,80890160,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2011,,82748140.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2012,,84923533.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2013,,87134741.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2014,,89148378.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2015,,91009922.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2016,,92813917,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2017,,94281361,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2018,,95555236.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2019,,97115607.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2020,,98156646,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2021,,99752151.355823,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y75T79,From 75 to 79 years,H,Historical,2022,,104372988.770515,,A,Normal value,0,Units,0,Zero
